"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2020-07-11,"10:01:00","X8","TX",31.1
2020-07-11,"04:34:00","X8","TN",20.6
2020-07-11,NA,"X8","HRM",66
2020-07-11,"21:52:00","X8","HRX",85
2020-07-11,"10:03:00","X8","HRN",41
2020-07-11,NA,"X8","PM",1008.1
2020-07-11,"21:01:00","X8","PX",1009.3
2020-07-11,"00:00:00","X8","PN",1006.8
2020-07-11,NA,"X8","PPT",0
2020-07-11,NA,"X8","RS24h",28.8
2020-07-11,NA,"X8","VVM10",2
2020-07-11,NA,"X8","DVM10",239
2020-07-11,"13:39:00","X8","VVX10",8.2
2020-07-11,"13:39:00","X8","DVVX10",171
2020-07-12,NA,"D5","TM",23.1
2020-07-12,"14:09:00","D5","TX",27.8
2020-07-12,"01:02:00","D5","TN",20.6
2020-07-12,NA,"D5","HRM",63
2020-07-12,"00:57:00","D5","HRX",82
2020-07-12,"09:05:00","D5","HRN",46
2020-07-12,NA,"D5","PM",972
2020-07-12,"17:10:00","D5","PX",973.6
2020-07-12,"03:36:00","D5","PN",970.4
2020-07-12,NA,"D5","PPT",0
2020-07-12,NA,"D5","RS24h",21.6
2020-07-12,NA,"D5","VVM10",2.7
2020-07-12,NA,"D5","DVM10",237
2020-07-12,"14:56:00","D5","VVX10",7.7
2020-07-12,"14:56:00","D5","DVVX10",125
2020-07-12,NA,"X2","TM",24.7
2020-07-12,"13:46:00","X2","TX",28
2020-07-12,"05:00:00","X2","TN",22
2020-07-12,NA,"X2","HRM",67
2020-07-12,"02:31:00","X2","HRX",83
2020-07-12,"16:10:00","X2","HRN",48
2020-07-12,NA,"X4","TM",25.6
2020-07-12,"09:42:00","X4","TX",28.3
2020-07-12,"03:57:00","X4","TN",24
2020-07-12,NA,"X4","HRM",57
2020-07-12,"02:37:00","X4","HRX",67
2020-07-12,"16:00:00","X4","HRN",46
2020-07-12,NA,"X4","PM",1014.7
2020-07-12,"17:13:00","X4","PX",1016.7
2020-07-12,"03:03:00","X4","PN",1012.9
2020-07-12,NA,"X4","PPT",0
2020-07-12,NA,"X4","RS24h",22.6
2020-07-12,NA,"X4","VVM10",1.9
2020-07-12,NA,"X4","DVM10",164
2020-07-12,"15:00:00","X4","VVX10",7.4
2020-07-12,"15:00:00","X4","DVVX10",87
2020-07-12,NA,"X8","TM",24.8
2020-07-12,"09:19:00","X8","TX",29.8
2020-07-12,"03:37:00","X8","TN",20.8
2020-07-12,NA,"X8","HRM",62
2020-07-12,"02:38:00","X8","HRX",79
2020-07-12,"09:11:00","X8","HRN",42
2020-07-12,NA,"X8","PM",1009.4
2020-07-12,"17:06:00","X8","PX",1011.5
2020-07-12,"03:33:00","X8","PN",1007.7
2020-07-12,NA,"X8","PPT",0
2020-07-12,NA,"X8","RS24h",21.4
2020-07-12,NA,"X8","VVM10",1.6
2020-07-12,NA,"X8","DVM10",223
2020-07-12,"15:15:00","X8","VVX10",7
2020-07-12,"15:15:00","X8","DVVX10",100
2020-07-13,NA,"D5","TM",24.1
2020-07-13,"12:42:00","D5","TX",30.9
2020-07-13,"17:17:00","D5","TN",20.5
2020-07-13,NA,"D5","HRM",63
2020-07-13,"06:36:00","D5","HRX",84
2020-07-13,"10:49:00","D5","HRN",36
2020-07-13,NA,"D5","PM",971.4
2020-07-13,"08:31:00","D5","PX",972.6
2020-07-13,"18:33:00","D5","PN",970.4
2020-07-13,NA,"D5","PPT",0.7
2020-07-13,NA,"D5","RS24h",23.1
2020-07-13,NA,"D5","VVM10",3
2020-07-13,NA,"D5","DVM10",61
2020-07-13,"23:29:00","D5","VVX10",8.1
2020-07-13,"23:29:00","D5","DVVX10",311
2020-07-13,NA,"X2","TM",25
2020-07-13,"12:22:00","X2","TX",28.9
2020-07-13,"23:30:00","X2","TN",22.9
2020-07-13,NA,"X2","HRM",70
2020-07-13,"17:39:00","X2","HRX",85
2020-07-13,"14:25:00","X2","HRN",55
2020-07-13,NA,"X4","TM",25.9
2020-07-13,"14:11:00","X4","TX",29.2
2020-07-13,"05:00:00","X4","TN",24.4
2020-07-13,NA,"X4","HRM",60
2020-07-13,"06:14:00","X4","HRX",72
2020-07-13,"09:06:00","X4","HRN",47
2020-07-13,NA,"X4","PM",1014
2020-07-13,"07:30:00","X4","PX",1015.3
2020-07-13,"17:58:00","X4","PN",1012.9
2020-07-13,NA,"X4","PPT",0.1
2020-07-13,NA,"X4","RS24h",23.1
2020-07-13,NA,"X4","VVM10",1.5
2020-07-13,NA,"X4","DVM10",119
2020-07-13,"13:24:00","X4","VVX10",6.1
2020-07-13,"13:24:00","X4","DVVX10",176
2020-07-13,NA,"X8","TM",25.6
2020-07-13,"12:08:00","X8","TX",31.1
2020-07-13,"21:15:00","X8","TN",22.8
2020-07-13,NA,"X8","HRM",62
2020-07-13,"06:04:00","X8","HRX",76
2020-07-13,"10:49:00","X8","HRN",36
2020-07-13,NA,"X8","PM",1008.8
2020-07-13,"08:30:00","X8","PX",1010
2020-07-13,"18:19:00","X8","PN",1007.8
2020-07-13,NA,"X8","PPT",0.1
2020-07-13,NA,"X8","RS24h",22.8
2020-07-13,NA,"X8","VVM10",1.7
2020-07-13,NA,"X8","DVM10",112
2020-07-13,"13:14:00","X8","VVX10",7.1
2020-07-13,"13:14:00","X8","DVVX10",177
2020-07-14,NA,"D5","TM",23.3
2020-07-14,"14:30:00","D5","TX",28.5
2020-07-14,"05:04:00","D5","TN",20.3
2020-07-14,NA,"D5","HRM",62
2020-07-14,"21:39:00","D5","HRX",79
2020-07-14,"14:26:00","D5","HRN",39
2020-07-14,NA,"D5","PM",969.3
2020-07-14,"00:00:00","D5","PX",970.7
2020-07-14,"16:19:00","D5","PN",967.7
2020-07-14,NA,"D5","PPT",0
2020-07-14,NA,"D5","RS24h",26.5
2020-07-14,NA,"D5","VVM10",4.5
2020-07-14,NA,"D5","DVM10",252
2020-07-14,"15:57:00","D5","VVX10",10.6
2020-07-14,"15:57:00","D5","DVVX10",210
2020-07-14,NA,"X2","TM",25.5
2020-07-14,"15:01:00","X2","TX",29.1
2020-07-14,"02:34:00","X2","TN",23.1
2020-07-14,NA,"X2","HRM",63
2020-07-14,"02:36:00","X2","HRX",77
2020-07-14,"16:09:00","X2","HRN",50
2020-07-14,NA,"X4","TM",26.2
2020-07-14,"14:58:00","X4","TX",28.5
2020-07-14,"05:15:00","X4","TN",24.6
2020-07-14,NA,"X4","HRM",54
2020-07-14,"21:51:00","X4","HRX",64
2020-07-14,"13:25:00","X4","HRN",38
2020-07-14,NA,"X4","PM",1011.8
2020-07-14,"00:00:00","X4","PX",1013.3
2020-07-14,"16:13:00","X4","PN",1010.3
2020-07-14,NA,"X4","PPT",0
2020-07-14,NA,"X4","RS24h",24.5
2020-07-14,NA,"X4","VVM10",2.1
2020-07-14,NA,"X4","DVM10",234
2020-07-14,"15:39:00","X4","VVX10",7.9
2020-07-14,"15:39:00","X4","DVVX10",185
2020-07-14,NA,"X8","TM",25.7
2020-07-14,"13:48:00","X8","TX",29.7
2020-07-14,"23:49:00","X8","TN",21.9
2020-07-14,NA,"X8","HRM",56
2020-07-14,"23:59:00","X8","HRX",77
2020-07-14,"13:37:00","X8","HRN",37
2020-07-14,NA,"X8","PM",1006.6
2020-07-14,"00:00:00","X8","PX",1008
2020-07-14,"16:20:00","X8","PN",1005.2
2020-07-14,NA,"X8","PPT",0
2020-07-14,NA,"X8","RS24h",24.7
2020-07-14,NA,"X8","VVM10",2.2
2020-07-14,NA,"X8","DVM10",252
2020-07-14,"15:08:00","X8","VVX10",7.9
2020-07-14,"15:08:00","X8","DVVX10",172
2020-07-15,NA,"D5","TM",22.1
2020-07-15,"13:02:00","D5","TX",27.7
2020-07-15,"06:23:00","D5","TN",18.5
2020-07-15,NA,"D5","HRM",67
2020-07-15,"23:59:00","D5","HRX",92
2020-07-15,"12:46:00","D5","HRN",35
2020-07-15,NA,"D5","PM",969.8
2020-07-15,"23:36:00","D5","PX",971.8
2020-07-15,"03:31:00","D5","PN",968.5
2020-07-15,NA,"D5","PPT",1.5
2020-07-15,NA,"D5","RS24h",25.8
2020-07-15,NA,"D5","VVM10",4.6
2020-07-15,NA,"D5","DVM10",239
2020-07-15,"12:10:00","D5","VVX10",12.2
2020-07-15,"12:10:00","D5","DVVX10",203
2020-07-15,NA,"X2","TM",24.9
2020-07-15,"14:00:00","X2","TX",28.9
2020-07-15,"05:38:00","X2","TN",22.1
2020-07-15,NA,"X2","HRM",64
2020-07-15,"05:30:00","X2","HRX",78
2020-07-15,"10:40:00","X2","HRN",45
2020-07-15,NA,"X4","TM",25.2
2020-07-15,"11:43:00","X4","TX",28.8
2020-07-15,"06:26:00","X4","TN",23
2020-07-15,NA,"X4","HRM",58
2020-07-15,"23:38:00","X4","HRX",74
2020-07-15,"11:41:00","X4","HRN",35
2020-07-15,NA,"X4","PM",1012.5
2020-07-15,"22:42:00","X4","PX",1014.8
2020-07-15,"03:11:00","X4","PN",1011.1
2020-07-15,NA,"X4","PPT",0
2020-07-15,NA,"X4","RS24h",25.8
2020-07-15,NA,"X4","VVM10",2.6
2020-07-15,NA,"X4","DVM10",230
2020-07-15,"11:35:00","X4","VVX10",8.4
2020-07-15,"11:35:00","X4","DVVX10",177
2020-07-15,NA,"X8","TM",24.4
2020-07-15,"12:25:00","X8","TX",30.1
2020-07-15,"02:22:00","X8","TN",21
2020-07-15,NA,"X8","HRM",63
2020-07-15,"23:47:00","X8","HRX",82
2020-07-15,"12:39:00","X8","HRN",34
2020-07-15,NA,"X8","PM",1007.3
2020-07-15,"23:21:00","X8","PX",1009.4
2020-07-15,"03:06:00","X8","PN",1006
2020-07-15,NA,"X8","PPT",0
2020-07-15,NA,"X8","RS24h",26.1
2020-07-15,NA,"X8","VVM10",2.8
2020-07-15,NA,"X8","DVM10",250
2020-07-15,"13:27:00","X8","VVX10",9.9
2020-07-15,"13:27:00","X8","DVVX10",185
2020-07-16,NA,"D5","TM",19.7
2020-07-16,"13:47:00","D5","TX",21.7
2020-07-16,"06:36:00","D5","TN",17.6
2020-07-16,NA,"D5","HRM",90
2020-07-16,"06:30:00","D5","HRX",97
2020-07-16,"13:12:00","D5","HRN",76
2020-07-16,NA,"D5","PM",971.4
2020-07-16,"10:07:00","D5","PX",972.7
2020-07-16,"17:41:00","D5","PN",970.4
2020-07-16,NA,"D5","PPT",13.5
2020-07-16,NA,"D5","RS24h",12
2020-07-16,NA,"D5","VVM10",2.9
2020-07-16,NA,"D5","DVM10",142
2020-07-16,"00:46:00","D5","VVX10",8
2020-07-16,"00:46:00","D5","DVVX10",127
2020-07-16,NA,"X2","TM",22.6
2020-07-16,"13:48:00","X2","TX",26.1
2020-07-16,"06:39:00","X2","TN",19.1
2020-07-16,NA,"X2","HRM",83
2020-07-16,"07:30:00","X2","HRX",100
2020-07-16,"13:48:00","X2","HRN",64
2020-07-16,NA,"X4","TM",22.7
2020-07-16,"10:56:00","X4","TX",24.6
2020-07-16,"05:30:00","X4","TN",19.7
2020-07-16,NA,"X4","HRM",79
2020-07-16,"05:03:00","X4","HRX",100
2020-07-16,"10:45:00","X4","HRN",62
2020-07-16,NA,"X4","PM",1014.5
2020-07-16,"09:59:00","X4","PX",1015.9
2020-07-16,"17:44:00","X4","PN",1013.3
2020-07-16,NA,"X4","PPT",66.3
2020-07-16,NA,"X4","RS24h",13.8
2020-07-16,NA,"X4","VVM10",2
2020-07-16,NA,"X4","DVM10",121
2020-07-16,"02:38:00","X4","VVX10",7.4
2020-07-16,"02:38:00","X4","DVVX10",88
2020-07-16,NA,"X8","TM",22.3
2020-07-16,"10:40:00","X8","TX",24.3
2020-07-16,"06:02:00","X8","TN",19.6
2020-07-16,NA,"X8","HRM",84
2020-07-16,"05:30:00","X8","HRX",100
2020-07-16,"10:36:00","X8","HRN",67
2020-07-16,NA,"X8","PM",1009.1
2020-07-16,"11:02:00","X8","PX",1010.5
2020-07-16,"17:41:00","X8","PN",1008
2020-07-16,NA,"X8","PPT",10.4
2020-07-16,NA,"X8","RS24h",9.7
2020-07-16,NA,"X8","VVM10",1.9
2020-07-16,NA,"X8","DVM10",119
2020-07-16,"01:57:00","X8","VVX10",5.9
2020-07-16,"01:57:00","X8","DVVX10",324
2020-07-17,NA,"D5","TM",21.1
2020-07-17,"16:02:00","D5","TX",25.6
2020-07-17,"04:30:00","D5","TN",18.1
2020-07-17,NA,"D5","HRM",81
2020-07-17,"01:08:00","D5","HRX",96
2020-07-17,"13:50:00","D5","HRN",56
2020-07-17,NA,"D5","PM",969.5
2020-07-17,"00:00:00","D5","PX",970.8
2020-07-17,"16:36:00","D5","PN",968.2
2020-07-17,NA,"D5","PPT",0.2
2020-07-17,NA,"D5","RS24h",18.8
2020-07-17,NA,"D5","VVM10",2.8
2020-07-17,NA,"D5","DVM10",201
2020-07-17,"13:00:00","D5","VVX10",9.3
2020-07-17,"13:00:00","D5","DVVX10",214
2020-07-17,NA,"X2","TM",24.3
2020-07-17,"15:41:00","X2","TX",28
2020-07-17,"05:37:00","X2","TN",21.8
2020-07-17,NA,"X2","HRM",73
2020-07-17,"23:47:00","X2","HRX",84
2020-07-17,"17:32:00","X2","HRN",57
2020-07-17,NA,"X4","TM",24.4
2020-07-17,"15:00:00","X4","TX",27.2
2020-07-17,"04:30:00","X4","TN",22.3
2020-07-17,NA,"X4","HRM",67
2020-07-17,"00:38:00","X4","HRX",82
2020-07-17,"13:44:00","X4","HRN",48
2020-07-17,NA,"X4","PM",1012.3
2020-07-17,"00:00:00","X4","PX",1013.8
2020-07-17,"17:06:00","X4","PN",1010.8
2020-07-17,NA,"X4","PPT",0.1
2020-07-17,NA,"X4","RS24h",18.4
2020-07-17,NA,"X4","VVM10",1.9
2020-07-17,NA,"X4","DVM10",184
2020-07-17,"13:50:00","X4","VVX10",8
2020-07-17,"13:50:00","X4","DVVX10",218
2020-07-17,NA,"X8","TM",23.8
2020-07-17,"13:49:00","X8","TX",27.8
2020-07-17,"04:41:00","X8","TN",21.3
2020-07-17,NA,"X8","HRM",74
2020-07-17,"09:29:00","X8","HRX",95
2020-07-17,"13:39:00","X8","HRN",49
2020-07-17,NA,"X8","PM",1007
2020-07-17,"00:03:00","X8","PX",1008.4
2020-07-17,"16:33:00","X8","PN",1005.6
2020-07-17,NA,"X8","PPT",0.4
2020-07-17,NA,"X8","RS24h",17.6
2020-07-17,NA,"X8","VVM10",1.8
2020-07-17,NA,"X8","DVM10",184
2020-07-17,"13:28:00","X8","VVX10",8.8
2020-07-17,"13:28:00","X8","DVVX10",211
2020-07-18,NA,"D5","TM",22.8
2020-07-18,"13:47:00","D5","TX",28.4
2020-07-18,"05:47:00","D5","TN",19.9
2020-07-18,NA,"D5","HRM",78
2020-07-18,"21:35:00","D5","HRX",94
2020-07-18,"14:06:00","D5","HRN",47
2020-07-18,NA,"D5","PM",968.9
2020-07-18,"00:00:00","D5","PX",970
2020-07-18,"16:50:00","D5","PN",967.9
2020-07-18,NA,"D5","PPT",0
2020-07-18,NA,"D5","RS24h",25.5
2020-07-18,NA,"D5","VVM10",2.7
2020-07-18,NA,"D5","DVM10",225
2020-07-18,"12:56:00","D5","VVX10",7.4
2020-07-18,"12:56:00","D5","DVVX10",197
2020-07-18,NA,"X2","TM",25.1
2020-07-18,"14:23:00","X2","TX",28.5
2020-07-18,"02:44:00","X2","TN",22.5
2020-07-18,NA,"X2","HRM",75
2020-07-18,"03:00:00","X2","HRX",88
2020-07-18,"14:32:00","X2","HRN",51
2020-07-18,NA,"X4","TM",25.3
2020-07-18,"12:06:00","X4","TX",28
2020-07-18,"05:42:00","X4","TN",23.1
2020-07-18,NA,"X4","HRM",70
2020-07-18,"05:41:00","X4","HRX",81
2020-07-18,"14:07:00","X4","HRN",49
2020-07-18,NA,"X4","PM",1011.5
2020-07-18,"22:30:00","X4","PX",1012.7
2020-07-18,"16:32:00","X4","PN",1010.4
2020-07-18,NA,"X4","PPT",0
2020-07-18,NA,"X4","RS24h",27.8
2020-07-18,NA,"X4","VVM10",1.9
2020-07-18,NA,"X4","DVM10",186
2020-07-18,"13:45:00","X4","VVX10",6.9
2020-07-18,"13:45:00","X4","DVVX10",189
2020-07-18,NA,"X8","TM",24.8
2020-07-18,"13:50:00","X8","TX",29.3
2020-07-18,"01:47:00","X8","TN",21.2
2020-07-18,NA,"X8","HRM",75
2020-07-18,"05:49:00","X8","HRX",96
2020-07-18,"13:50:00","X8","HRN",43
2020-07-18,NA,"X8","PM",1006.3
2020-07-18,"00:01:00","X8","PX",1007.4
2020-07-18,"16:40:00","X8","PN",1005.3
2020-07-18,NA,"X8","PPT",0.1
2020-07-18,NA,"X8","RS24h",26.6
2020-07-18,NA,"X8","VVM10",1.7
2020-07-18,NA,"X8","DVM10",225
2020-07-18,"15:31:00","X8","VVX10",6.4
2020-07-18,"15:31:00","X8","DVVX10",191
2020-07-19,NA,"D5","TM",23.7
2020-07-19,"11:07:00","D5","TX",29
2020-07-19,"03:24:00","D5","TN",19.9
2020-07-19,NA,"D5","HRM",67
2020-07-19,"02:49:00","D5","HRX",92
2020-07-19,"10:56:00","D5","HRN",40
2020-07-19,NA,"D5","PM",968.8
2020-07-19,"23:30:00","D5","PX",969.9
2020-07-19,"17:01:00","D5","PN",967.9
2020-07-19,NA,"D5","PPT",0
2020-07-19,NA,"D5","RS24h",30.1
2020-07-19,NA,"D5","VVM10",5.5
2020-07-19,NA,"D5","DVM10",255
2020-07-19,"15:56:00","D5","VVX10",11.2
2020-07-19,"15:56:00","D5","DVVX10",213
2020-07-19,NA,"X2","TM",25.8
2020-07-19,"12:13:00","X2","TX",30.3
2020-07-19,"05:00:00","X2","TN",21.5
2020-07-19,NA,"X2","HRM",72
2020-07-19,"05:30:00","X2","HRX",93
2020-07-19,"12:30:00","X2","HRN",55
2020-07-19,NA,"X4","TM",26.7
2020-07-19,"10:47:00","X4","TX",30.7
2020-07-19,"04:00:00","X4","TN",23.3
2020-07-19,NA,"X4","HRM",62
2020-07-19,"02:49:00","X4","HRX",78
2020-07-19,"09:34:00","X4","HRN",42
2020-07-19,NA,"X4","PM",1011.3
2020-07-19,"23:30:00","X4","PX",1012.5
2020-07-19,"17:02:00","X4","PN",1010.3
2020-07-19,NA,"X4","PPT",0
2020-07-19,NA,"X4","RS24h",29.7
2020-07-19,NA,"X4","VVM10",2.1
2020-07-19,NA,"X4","DVM10",243
2020-07-19,"14:29:00","X4","VVX10",10.6
2020-07-19,"14:29:00","X4","DVVX10",252
2020-07-19,NA,"X8","TM",25.6
2020-07-19,"10:26:00","X8","TX",31.1
2020-07-19,"04:42:00","X8","TN",21
2020-07-19,NA,"X8","HRM",69
2020-07-19,"02:40:00","X8","HRX",94
2020-07-19,"10:45:00","X8","HRN",41
2020-07-19,NA,"X8","PM",1006.2
2020-07-19,"23:12:00","X8","PX",1007.3
2020-07-19,"17:03:00","X8","PN",1005.3
2020-07-19,NA,"X8","PPT",0
2020-07-19,NA,"X8","RS24h",29.6
2020-07-19,NA,"X8","VVM10",2.2
2020-07-19,NA,"X8","DVM10",236
2020-07-19,"13:53:00","X8","VVX10",9.4
2020-07-19,"13:53:00","X8","DVVX10",247
2020-07-20,NA,"D5","TM",23.5
2020-07-20,"13:39:00","D5","TX",28.8
2020-07-20,"04:12:00","D5","TN",20.3
2020-07-20,NA,"D5","HRM",71
2020-07-20,"21:18:00","D5","HRX",88
2020-07-20,"23:30:00","D5","HRN",54
2020-07-20,NA,"D5","PM",970.4
2020-07-20,"23:30:00","D5","PX",972
2020-07-20,"03:31:00","D5","PN",968.5
2020-07-20,NA,"D5","PPT",0
2020-07-20,NA,"D5","RS24h",21.5
2020-07-20,NA,"D5","VVM10",4.1
2020-07-20,NA,"D5","DVM10",246
2020-07-20,"15:57:00","D5","VVX10",7.9
2020-07-20,"15:57:00","D5","DVVX10",212
2020-07-20,NA,"X2","TM",25.8
2020-07-20,"16:23:00","X2","TX",29.6
2020-07-20,"03:46:00","X2","TN",22.7
2020-07-20,NA,"X2","HRM",74
2020-07-20,"23:45:00","X2","HRX",87
2020-07-20,"17:11:00","X2","HRN",52
2020-07-20,NA,"X4","TM",26.4
2020-07-20,"09:47:00","X4","TX",29.8
2020-07-20,"04:33:00","X4","TN",23.7
2020-07-20,NA,"X4","HRM",66
2020-07-20,"23:02:00","X4","HRX",78
2020-07-20,"17:22:00","X4","HRN",46
2020-07-20,NA,"X4","PM",1012.9
2020-07-20,"23:00:00","X4","PX",1014.7
2020-07-20,"04:02:00","X4","PN",1011.4
2020-07-20,NA,"X4","PPT",0
2020-07-20,NA,"X4","RS24h",21.5
2020-07-20,NA,"X4","VVM10",2
2020-07-20,NA,"X4","DVM10",243
2020-07-20,"15:04:00","X4","VVX10",7.2
2020-07-20,"15:04:00","X4","DVVX10",208
2020-07-20,NA,"X8","TM",25.1
2020-07-20,"13:55:00","X8","TX",30
2020-07-20,"03:44:00","X8","TN",20.8
2020-07-20,NA,"X8","HRM",76
2020-07-20,"03:06:00","X8","HRX",96
2020-07-20,"13:01:00","X8","HRN",49
2020-07-20,NA,"X8","PM",1007.7
2020-07-20,"23:06:00","X8","PX",1009.3
2020-07-20,"03:30:00","X8","PN",1006.1
2020-07-20,NA,"X8","PPT",0
2020-07-20,NA,"X8","RS24h",20.3
2020-07-20,NA,"X8","VVM10",1.8
2020-07-20,NA,"X8","DVM10",247
2020-07-20,"13:03:00","X8","VVX10",7.5
2020-07-20,"13:03:00","X8","DVVX10",199
2020-07-21,NA,"D5","TM",24.9
2020-07-21,"13:24:00","D5","TX",30.3
2020-07-21,"21:06:00","D5","TN",21.6
2020-07-21,NA,"D5","HRM",60
2020-07-21,"21:17:00","D5","HRX",83
2020-07-21,"13:46:00","D5","HRN",44
2020-07-21,NA,"D5","PM",972.4
2020-07-21,"11:00:00","D5","PX",973.3
2020-07-21,"04:30:00","D5","PN",971.5
2020-07-21,NA,"D5","PPT",0
2020-07-21,NA,"D5","RS24h",29.2
2020-07-21,NA,"D5","VVM10",1.4
2020-07-21,NA,"D5","DVM10",185
2020-07-21,"14:17:00","D5","VVX10",5.7
2020-07-21,"14:17:00","D5","DVVX10",148
2020-07-21,NA,"X2","TM",25.2
2020-07-21,"15:23:00","X2","TX",29.5
2020-07-21,"05:04:00","X2","TN",21.7
2020-07-21,NA,"X2","HRM",79
2020-07-21,"22:05:00","X2","HRX",91
2020-07-21,"16:51:00","X2","HRN",64
2020-07-21,NA,"X4","TM",26
2020-07-21,"12:34:00","X4","TX",28.1
2020-07-21,"04:48:00","X4","TN",23.7
2020-07-21,NA,"X4","HRM",70
2020-07-21,"03:34:00","X4","HRX",81
2020-07-21,"08:26:00","X4","HRN",54
2020-07-21,NA,"X4","PM",1014.9
2020-07-21,"10:00:00","X4","PX",1015.9
2020-07-21,"04:30:00","X4","PN",1014.1
2020-07-21,NA,"X4","PPT",0
2020-07-21,NA,"X4","RS24h",29
2020-07-21,NA,"X4","VVM10",1.4
2020-07-21,NA,"X4","DVM10",134
2020-07-21,"14:10:00","X4","VVX10",5.8
2020-07-21,"14:10:00","X4","DVVX10",180
2020-07-21,NA,"X8","TM",25.4
2020-07-21,"13:28:00","X8","TX",30.1
2020-07-21,"04:13:00","X8","TN",20.9
2020-07-21,NA,"X8","HRM",71
2020-07-21,"22:16:00","X8","HRX",94
2020-07-21,"13:33:00","X8","HRN",49
2020-07-21,NA,"X8","PM",1009.7
2020-07-21,"10:31:00","X8","PX",1010.6
2020-07-21,"04:19:00","X8","PN",1008.8
2020-07-21,NA,"X8","PPT",0
2020-07-21,NA,"X8","RS24h",28.6
2020-07-21,NA,"X8","VVM10",1.4
2020-07-21,NA,"X8","DVM10",158
2020-07-21,"14:14:00","X8","VVX10",5.9
2020-07-21,"14:14:00","X8","DVVX10",146
2020-07-22,NA,"D5","TM",24.9
2020-07-22,"14:09:00","D5","TX",30.9
2020-07-22,"04:37:00","D5","TN",20.1
2020-07-22,NA,"D5","HRM",53
2020-07-22,"04:28:00","D5","HRX",93
2020-07-22,"22:53:00","D5","HRN",30
2020-07-22,NA,"D5","PM",971.7
2020-07-22,"10:17:00","D5","PX",973.5
2020-07-22,"19:38:00","D5","PN",969.6
2020-07-22,NA,"D5","PPT",0
2020-07-22,NA,"D5","RS24h",23.2
2020-07-22,NA,"D5","VVM10",2.9
2020-07-22,NA,"D5","DVM10",225
2020-07-22,"17:54:00","D5","VVX10",7.5
2020-07-22,"17:54:00","D5","DVVX10",223
2020-07-22,NA,"X2","TM",25.2
2020-07-22,"13:31:00","X2","TX",29.2
2020-07-22,"04:48:00","X2","TN",21.6
2020-07-22,NA,"X2","HRM",73
2020-07-22,"20:48:00","X2","HRX",84
2020-07-22,"17:20:00","X2","HRN",59
2020-07-22,NA,"X4","TM",26.3
2020-07-22,"15:08:00","X4","TX",29.2
2020-07-22,"03:43:00","X4","TN",23.3
2020-07-22,NA,"X4","HRM",62
2020-07-22,"03:00:00","X4","HRX",73
2020-07-22,"18:02:00","X4","HRN",47
2020-07-22,NA,"X4","PM",1014.1
2020-07-22,"06:00:00","X4","PX",1016
2020-07-22,"19:34:00","X4","PN",1011.8
2020-07-22,NA,"X4","PPT",0
2020-07-22,NA,"X4","RS24h",23.4
2020-07-22,NA,"X4","VVM10",1.5
2020-07-22,NA,"X4","DVM10",112
2020-07-22,"11:00:00","X4","VVX10",5.9
2020-07-22,"11:00:00","X4","DVVX10",157
2020-07-22,NA,"X8","TM",26.1
2020-07-22,"13:42:00","X8","TX",32.2
2020-07-22,"01:18:00","X8","TN",21
2020-07-22,NA,"X8","HRM",59
2020-07-22,"05:06:00","X8","HRX",89
2020-07-22,"13:46:00","X8","HRN",30
2020-07-22,NA,"X8","PM",1008.9
2020-07-22,"10:11:00","X8","PX",1010.7
2020-07-22,"19:33:00","X8","PN",1006.6
2020-07-22,NA,"X8","PPT",0
2020-07-22,NA,"X8","RS24h",23.2
2020-07-22,NA,"X8","VVM10",1.5
2020-07-22,NA,"X8","DVM10",123
2020-07-22,"13:09:00","X8","VVX10",5.9
2020-07-22,"13:09:00","X8","DVVX10",132
2020-07-23,NA,"D5","TM",27.3
2020-07-23,"12:23:00","D5","TX",32.1
2020-07-23,"21:36:00","D5","TN",23.7
2020-07-23,NA,"D5","HRM",46
2020-07-23,"20:38:00","D5","HRX",69
2020-07-23,"04:00:00","D5","HRN",23
2020-07-23,NA,"D5","PM",968.6
2020-07-23,"00:31:00","D5","PX",970.1
2020-07-23,"19:05:00","D5","PN",967.1
2020-07-23,NA,"D5","PPT",0
2020-07-23,NA,"D5","RS24h",28
2020-07-23,NA,"D5","VVM10",2.4
2020-07-23,NA,"D5","DVM10",147
2020-07-23,"07:58:00","D5","VVX10",6.6
2020-07-23,"07:58:00","D5","DVVX10",78
2020-07-23,NA,"X2","TM",26.4
2020-07-23,"15:01:00","X2","TX",30.5
2020-07-23,"05:39:00","X2","TN",22.9
2020-07-23,NA,"X2","HRM",66
2020-07-23,"21:22:00","X2","HRX",85
2020-07-23,"10:24:00","X2","HRN",49
2020-07-23,NA,"X4","TM",27.6
2020-07-23,"14:50:00","X4","TX",30.7
2020-07-23,"04:10:00","X4","TN",25.2
2020-07-23,NA,"X4","HRM",55
2020-07-23,"20:36:00","X4","HRX",73
2020-07-23,"10:50:00","X4","HRN",37
2020-07-23,NA,"X4","PM",1010.7
2020-07-23,"00:00:00","X4","PX",1012.4
2020-07-23,"16:44:00","X4","PN",1009
2020-07-23,NA,"X4","PPT",0
2020-07-23,NA,"X4","RS24h",27
2020-07-23,NA,"X4","VVM10",1.4
2020-07-23,NA,"X4","DVM10",131
2020-07-23,"10:58:00","X4","VVX10",5.4
2020-07-23,"10:58:00","X4","DVVX10",68
