"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2020-01-12,"23:57:00","X8","PN",1017.7
2020-01-12,NA,"X8","PPT",0
2020-01-12,NA,"X8","RS24h",9.7
2020-01-12,NA,"X8","VVM10",1.3
2020-01-12,NA,"X8","DVM10",255
2020-01-12,"23:20:00","X8","VVX10",6.1
2020-01-12,"23:20:00","X8","DVVX10",300
2020-01-13,NA,"D5","TM",7.4
2020-01-13,"13:04:00","D5","TX",11.6
2020-01-13,"07:16:00","D5","TN",4.4
2020-01-13,NA,"D5","HRM",59
2020-01-13,"23:41:00","D5","HRX",88
2020-01-13,"12:06:00","D5","HRN",41
2020-01-13,NA,"D5","PM",974.6
2020-01-13,"00:00:00","D5","PX",978.1
2020-01-13,"23:59:00","D5","PN",972.1
2020-01-13,NA,"D5","PPT",0
2020-01-13,NA,"D5","RS24h",8.9
2020-01-13,NA,"D5","VVM10",6.2
2020-01-13,NA,"D5","DVM10",277
2020-01-13,"04:05:00","D5","VVX10",13.1
2020-01-13,"04:05:00","D5","DVVX10",329
2020-01-13,NA,"X2","TM",8.4
2020-01-13,"14:09:00","X2","TX",12.9
2020-01-13,"08:11:00","X2","TN",4.1
2020-01-13,NA,"X2","HRM",69
2020-01-13,"23:59:00","X2","HRX",95
2020-01-13,"11:10:00","X2","HRN",39
2020-01-13,NA,"X4","TM",10.2
2020-01-13,"14:10:00","X4","TX",13.3
2020-01-13,"07:33:00","X4","TN",7.5
2020-01-13,NA,"X4","HRM",53
2020-01-13,"23:55:00","X4","HRX",77
2020-01-13,"11:12:00","X4","HRN",36
2020-01-13,NA,"X4","PM",1019.9
2020-01-13,"00:01:00","X4","PX",1023.4
2020-01-13,"23:45:00","X4","PN",1017.3
2020-01-13,NA,"X4","PPT",0
2020-01-13,NA,"X4","RS24h",9.1
2020-01-13,NA,"X4","VVM10",2.2
2020-01-13,NA,"X4","DVM10",269
2020-01-13,"01:37:00","X4","VVX10",7.4
2020-01-13,"01:37:00","X4","DVVX10",317
2020-01-13,NA,"X8","TM",9
2020-01-13,"13:31:00","X8","TX",13.3
2020-01-13,"07:07:00","X8","TN",6
2020-01-13,NA,"X8","HRM",59
2020-01-13,"23:42:00","X8","HRX",84
2020-01-13,"12:07:00","X8","HRN",36
2020-01-13,NA,"X8","PM",1014.3
2020-01-13,"00:08:00","X8","PX",1017.8
2020-01-13,"23:36:00","X8","PN",1011.6
2020-01-13,NA,"X8","PPT",0
2020-01-13,NA,"X8","RS24h",8.9
2020-01-13,NA,"X8","VVM10",2.5
2020-01-13,NA,"X8","DVM10",277
2020-01-13,"05:12:00","X8","VVX10",8.4
2020-01-13,"05:12:00","X8","DVVX10",313
2020-01-14,NA,"D5","TM",8.9
2020-01-14,"14:36:00","D5","TX",14.4
2020-01-14,"08:46:00","D5","TN",6.3
2020-01-14,NA,"D5","HRM",61
2020-01-14,"23:33:00","D5","HRX",85
2020-01-14,"13:25:00","D5","HRN",43
2020-01-14,NA,"D5","PM",972.4
2020-01-14,"23:00:00","D5","PX",973.7
2020-01-14,"03:34:00","D5","PN",971.2
2020-01-14,NA,"D5","PPT",0
2020-01-14,NA,"D5","RS24h",10
2020-01-14,NA,"D5","VVM10",5.9
2020-01-14,NA,"D5","DVM10",264
2020-01-14,"08:16:00","D5","VVX10",12.8
2020-01-14,"08:16:00","D5","DVVX10",300
2020-01-14,NA,"X2","TM",8.8
2020-01-14,"12:19:00","X2","TX",15.1
2020-01-14,"06:42:00","X2","TN",3.4
2020-01-14,NA,"X2","HRM",75
2020-01-14,"03:31:00","X2","HRX",97
2020-01-14,"11:18:00","X2","HRN",35
2020-01-14,NA,"X4","TM",11.3
2020-01-14,"12:14:00","X4","TX",15.5
2020-01-14,"05:43:00","X4","TN",8
2020-01-14,NA,"X4","HRM",60
2020-01-14,"01:53:00","X4","HRX",82
2020-01-14,"11:07:00","X4","HRN",32
2020-01-14,NA,"X4","PM",1017.4
2020-01-14,"22:39:00","X4","PX",1018.9
2020-01-14,"14:03:00","X4","PN",1016.2
2020-01-14,NA,"X4","PPT",0
2020-01-14,NA,"X4","RS24h",10
2020-01-14,NA,"X4","VVM10",1.5
2020-01-14,NA,"X4","DVM10",259
2020-01-14,"09:23:00","X4","VVX10",6.9
2020-01-14,"09:23:00","X4","DVVX10",307
2020-01-14,NA,"X8","TM",9.8
2020-01-14,"13:00:00","X8","TX",15.3
2020-01-14,"05:21:00","X8","TN",5.1
2020-01-14,NA,"X8","HRM",66
2020-01-14,"23:46:00","X8","HRX",89
2020-01-14,"11:40:00","X8","HRN",36
2020-01-14,NA,"X8","PM",1011.9
2020-01-14,"22:47:00","X8","PX",1013.2
2020-01-14,"03:30:00","X8","PN",1010.7
2020-01-14,NA,"X8","PPT",0
2020-01-14,NA,"X8","RS24h",9.8
2020-01-14,NA,"X8","VVM10",2
2020-01-14,NA,"X8","DVM10",285
2020-01-14,"09:38:00","X8","VVX10",8.1
2020-01-14,"09:38:00","X8","DVVX10",288
2020-01-15,NA,"D5","TM",9.4
2020-01-15,"14:12:00","D5","TX",14.4
2020-01-15,"05:07:00","D5","TN",7.3
2020-01-15,NA,"D5","HRM",65
2020-01-15,"01:41:00","D5","HRX",87
2020-01-15,"10:59:00","D5","HRN",46
2020-01-15,NA,"D5","PM",975.1
2020-01-15,"23:33:00","D5","PX",978.2
2020-01-15,"04:11:00","D5","PN",972.9
2020-01-15,NA,"D5","PPT",0
2020-01-15,NA,"D5","RS24h",9
2020-01-15,NA,"D5","VVM10",4.2
2020-01-15,NA,"D5","DVM10",264
2020-01-15,"04:59:00","D5","VVX10",7.9
2020-01-15,"04:59:00","D5","DVVX10",259
2020-01-15,NA,"X2","TM",8.7
2020-01-15,"14:00:00","X2","TX",14.5
2020-01-15,"06:30:00","X2","TN",4
2020-01-15,NA,"X2","HRM",76
2020-01-15,"06:34:00","X2","HRX",97
2020-01-15,"14:34:00","X2","HRN",43
2020-01-15,NA,"X4","TM",11.3
2020-01-15,"13:57:00","X4","TX",15.2
2020-01-15,"07:22:00","X4","TN",8.2
2020-01-15,NA,"X4","HRM",63
2020-01-15,"03:33:00","X4","HRX",81
2020-01-15,"13:56:00","X4","HRN",36
2020-01-15,NA,"X4","PM",1020.1
2020-01-15,"23:30:00","X4","PX",1023.1
2020-01-15,"04:33:00","X4","PN",1018.1
2020-01-15,NA,"X4","PPT",0
2020-01-15,NA,"X4","RS24h",8.9
2020-01-15,NA,"X4","VVM10",1.1
2020-01-15,NA,"X4","DVM10",243
2020-01-15,"14:45:00","X4","VVX10",6.5
2020-01-15,"14:45:00","X4","DVVX10",244
2020-01-15,NA,"X8","TM",9.8
2020-01-15,"13:32:00","X8","TX",15.1
2020-01-15,"07:26:00","X8","TN",5.5
2020-01-15,NA,"X8","HRM",71
2020-01-15,"07:30:00","X8","HRX",91
2020-01-15,"14:25:00","X8","HRN",40
2020-01-15,NA,"X8","PM",1014.5
2020-01-15,"23:30:00","X8","PX",1017.5
2020-01-15,"04:12:00","X8","PN",1012.4
2020-01-15,NA,"X8","PPT",0
2020-01-15,NA,"X8","RS24h",8.8
2020-01-15,NA,"X8","VVM10",1.5
2020-01-15,NA,"X8","DVM10",274
2020-01-15,"14:56:00","X8","VVX10",7.5
2020-01-15,"14:56:00","X8","DVVX10",214
2020-01-16,NA,"D5","TM",10
2020-01-16,"13:40:00","D5","TX",14.8
2020-01-16,"05:30:00","D5","TN",7.5
2020-01-16,NA,"D5","HRM",75
2020-01-16,"21:30:00","D5","HRX",97
2020-01-16,"11:55:00","D5","HRN",56
2020-01-16,NA,"D5","PM",978
2020-01-16,"10:03:00","D5","PX",979.4
2020-01-16,"15:00:00","D5","PN",976.9
2020-01-16,NA,"D5","PPT",0
2020-01-16,NA,"D5","RS24h",9.7
2020-01-16,NA,"D5","VVM10",3.3
2020-01-16,NA,"D5","DVM10",255
2020-01-16,"22:38:00","D5","VVX10",7.5
2020-01-16,"22:38:00","D5","DVVX10",234
2020-01-16,NA,"X2","TM",10.3
2020-01-16,"12:17:00","X2","TX",14.9
2020-01-16,"07:37:00","X2","TN",5.1
2020-01-16,NA,"X2","HRM",78
2020-01-16,"22:39:00","X2","HRX",98
2020-01-16,"12:03:00","X2","HRN",51
2020-01-16,NA,"X4","TM",12
2020-01-16,"14:40:00","X4","TX",15.5
2020-01-16,"07:22:00","X4","TN",8.5
2020-01-16,NA,"X4","HRM",67
2020-01-16,"21:37:00","X4","HRX",86
2020-01-16,"11:51:00","X4","HRN",46
2020-01-16,NA,"X4","PM",1023.1
2020-01-16,"10:00:00","X4","PX",1024.6
2020-01-16,"15:11:00","X4","PN",1021.6
2020-01-16,NA,"X4","PPT",0
2020-01-16,NA,"X4","RS24h",9.6
2020-01-16,NA,"X4","VVM10",1.2
2020-01-16,NA,"X4","DVM10",249
2020-01-16,"14:46:00","X4","VVX10",6.6
2020-01-16,"14:46:00","X4","DVVX10",224
2020-01-16,NA,"X8","TM",10.5
2020-01-16,"13:41:00","X8","TX",15.9
2020-01-16,"05:46:00","X8","TN",5.9
2020-01-16,NA,"X8","HRM",77
2020-01-16,"18:51:00","X8","HRX",94
2020-01-16,"11:07:00","X8","HRN",50
2020-01-16,NA,"X8","PM",1017.5
2020-01-16,"10:02:00","X8","PX",1019
2020-01-16,"15:00:00","X8","PN",1016.2
2020-01-16,NA,"X8","PPT",0
2020-01-16,NA,"X8","RS24h",9.5
2020-01-16,NA,"X8","VVM10",1.2
2020-01-16,NA,"X8","DVM10",267
2020-01-16,"14:53:00","X8","VVX10",5.2
2020-01-16,"14:53:00","X8","DVVX10",206
2020-01-17,NA,"D5","TM",10.7
2020-01-17,"13:00:00","D5","TX",15.4
2020-01-17,"21:52:00","D5","TN",8
2020-01-17,NA,"D5","HRM",65
2020-01-17,"01:30:00","D5","HRX",95
2020-01-17,"18:00:00","D5","HRN",48
2020-01-17,NA,"D5","PM",976.8
2020-01-17,"23:30:00","D5","PX",980.7
2020-01-17,"12:43:00","D5","PN",974.6
2020-01-17,NA,"D5","PPT",0
2020-01-17,NA,"D5","RS24h",9.9
2020-01-17,NA,"D5","VVM10",3.8
2020-01-17,NA,"D5","DVM10",262
2020-01-17,"12:34:00","D5","VVX10",13.5
2020-01-17,"12:34:00","D5","DVVX10",224
2020-01-17,NA,"X2","TM",12.7
2020-01-17,"12:17:00","X2","TX",18.3
2020-01-17,"03:42:00","X2","TN",8.3
2020-01-17,NA,"X2","HRM",68
2020-01-17,"04:06:00","X2","HRX",98
2020-01-17,"18:15:00","X2","HRN",41
2020-01-17,NA,"X4","TM",13.7
2020-01-17,"13:30:00","X4","TX",18.3
2020-01-17,"07:02:00","X4","TN",10.3
2020-01-17,NA,"X4","HRM",58
2020-01-17,"05:00:00","X4","HRX",82
2020-01-17,"18:00:00","X4","HRN",36
2020-01-17,NA,"X4","PM",1021.7
2020-01-17,"23:23:00","X4","PX",1025.9
2020-01-17,"12:59:00","X4","PN",1019
2020-01-17,NA,"X4","PPT",0
2020-01-17,NA,"X4","RS24h",10
2020-01-17,NA,"X4","VVM10",2.6
2020-01-17,NA,"X4","DVM10",283
2020-01-17,"15:02:00","X4","VVX10",13.6
2020-01-17,"15:02:00","X4","DVVX10",299
2020-01-17,NA,"X8","TM",12.7
2020-01-17,"13:10:00","X8","TX",18.1
2020-01-17,"04:27:00","X8","TN",8.3
2020-01-17,NA,"X8","HRM",62
2020-01-17,"04:28:00","X8","HRX",94
2020-01-17,"17:40:00","X8","HRN",36
2020-01-17,NA,"X8","PM",1016.3
2020-01-17,"23:45:00","X8","PX",1020.2
2020-01-17,"13:05:00","X8","PN",1014.2
2020-01-17,NA,"X8","PPT",0
2020-01-17,NA,"X8","RS24h",9.6
2020-01-17,NA,"X8","VVM10",2.6
2020-01-17,NA,"X8","DVM10",287
2020-01-17,"14:33:00","X8","VVX10",10.4
2020-01-17,"14:33:00","X8","DVVX10",307
2020-01-18,NA,"D5","TM",9.1
2020-01-18,"14:00:00","D5","TX",14.5
2020-01-18,"08:46:00","D5","TN",6.3
2020-01-18,NA,"D5","HRM",72
2020-01-18,"23:32:00","D5","HRX",91
2020-01-18,"12:06:00","D5","HRN",42
2020-01-18,NA,"D5","PM",976.9
2020-01-18,"07:46:00","D5","PX",980.8
2020-01-18,"23:58:00","D5","PN",971.1
2020-01-18,NA,"D5","PPT",0
2020-01-18,NA,"D5","RS24h",9.3
2020-01-18,NA,"D5","VVM10",4
2020-01-18,NA,"D5","DVM10",284
2020-01-18,"02:47:00","D5","VVX10",9.4
2020-01-18,"02:47:00","D5","DVVX10",16
2020-01-18,NA,"X2","TM",11.2
2020-01-18,"14:51:00","X2","TX",14.8
2020-01-18,"02:21:00","X2","TN",7.3
2020-01-18,NA,"X2","HRM",67
2020-01-18,"22:49:00","X2","HRX",83
2020-01-18,"13:36:00","X2","HRN",46
2020-01-18,NA,"X4","TM",12.1
2020-01-18,"14:32:00","X4","TX",15.3
2020-01-18,"01:46:00","X4","TN",10.1
2020-01-18,NA,"X4","HRM",59
2020-01-18,"21:56:00","X4","HRX",72
2020-01-18,"13:30:00","X4","HRN",38
2020-01-18,NA,"X4","PM",1022
2020-01-18,"08:42:00","X4","PX",1026.1
2020-01-18,"23:49:00","X4","PN",1015.9
2020-01-18,NA,"X4","PPT",0
2020-01-18,NA,"X4","RS24h",9.1
2020-01-18,NA,"X4","VVM10",1.7
2020-01-18,NA,"X4","DVM10",292
2020-01-18,"15:02:00","X4","VVX10",7.3
2020-01-18,"15:02:00","X4","DVVX10",229
2020-01-18,NA,"X8","TM",11
2020-01-18,"14:17:00","X8","TX",15.7
2020-01-18,"02:10:00","X8","TN",8
2020-01-18,NA,"X8","HRM",62
2020-01-18,"23:15:00","X8","HRX",88
2020-01-18,"12:04:00","X8","HRN",34
2020-01-18,NA,"X8","PM",1016.4
2020-01-18,"08:38:00","X8","PX",1020.5
2020-01-18,"23:49:00","X8","PN",1010.3
2020-01-18,NA,"X8","PPT",0
2020-01-18,NA,"X8","RS24h",9.2
2020-01-18,NA,"X8","VVM10",1.7
2020-01-18,NA,"X8","DVM10",283
2020-01-18,"08:28:00","X8","VVX10",7.4
2020-01-18,"08:28:00","X8","DVVX10",294
2020-01-19,NA,"D5","TM",7.2
2020-01-19,"14:41:00","D5","TX",8.5
2020-01-19,"08:30:00","D5","TN",5.1
2020-01-19,NA,"D5","HRM",58
2020-01-19,"05:31:00","D5","HRX",96
2020-01-19,"16:45:00","D5","HRN",28
2020-01-19,NA,"D5","PM",971.1
2020-01-19,"23:15:00","D5","PX",974.4
2020-01-19,"06:04:00","D5","PN",969.3
2020-01-19,NA,"D5","PPT",1.3
2020-01-19,NA,"D5","RS24h",4.4
2020-01-19,NA,"D5","VVM10",8.9
2020-01-19,NA,"D5","DVM10",57
2020-01-19,"16:24:00","D5","VVX10",25.7
2020-01-19,"16:24:00","D5","DVVX10",56
2020-01-19,NA,"X2","TM",11
2020-01-19,"14:51:00","X2","TX",12.4
2020-01-19,"05:39:00","X2","TN",9.3
2020-01-19,NA,"X2","HRM",47
2020-01-19,"04:31:00","X2","HRX",89
2020-01-19,"22:31:00","X2","HRN",23
2020-01-19,NA,"X4","TM",11
2020-01-19,"14:42:00","X4","TX",12.3
2020-01-19,"06:01:00","X4","TN",9.3
2020-01-19,NA,"X4","HRM",44
2020-01-19,"04:30:00","X4","HRX",87
2020-01-19,"15:54:00","X4","HRN",20
2020-01-19,NA,"X4","PM",1016.6
2020-01-19,"23:34:00","X4","PX",1020
2020-01-19,"03:44:00","X4","PN",1014.5
2020-01-19,NA,"X4","PPT",2.6
2020-01-19,NA,"X4","RS24h",3.3
2020-01-19,NA,"X4","VVM10",4.4
2020-01-19,NA,"X4","DVM10",61
2020-01-19,"17:19:00","X4","VVX10",21
2020-01-19,"17:19:00","X4","DVVX10",51
2020-01-19,NA,"X8","TM",10.5
2020-01-19,"14:30:00","X8","TX",11.9
2020-01-19,"08:22:00","X8","TN",8.6
2020-01-19,NA,"X8","HRM",47
2020-01-19,"05:00:00","X8","HRX",93
2020-01-19,"16:02:00","X8","HRN",19
2020-01-19,NA,"X8","PM",1010.8
2020-01-19,"23:08:00","X8","PX",1014.1
2020-01-19,"05:55:00","X8","PN",1008.8
2020-01-19,NA,"X8","PPT",0.6
2020-01-19,NA,"X8","RS24h",4.1
2020-01-19,NA,"X8","VVM10",5.3
2020-01-19,NA,"X8","DVM10",52
2020-01-19,"18:11:00","X8","VVX10",18.7
2020-01-19,"18:11:00","X8","DVVX10",37
2020-01-20,NA,"D5","TM",6
2020-01-20,"02:32:00","D5","TX",7.4
2020-01-20,"23:26:00","D5","TN",4.5
2020-01-20,NA,"D5","HRM",65
2020-01-20,"23:53:00","D5","HRX",95
2020-01-20,"00:00:00","D5","HRN",35
2020-01-20,NA,"D5","PM",974.8
2020-01-20,"20:30:00","D5","PX",977.1
2020-01-20,"04:11:00","D5","PN",971.4
2020-01-20,NA,"D5","PPT",2.3
2020-01-20,NA,"D5","RS24h",3.5
2020-01-20,NA,"D5","VVM10",14
2020-01-20,NA,"D5","DVM10",57
2020-01-20,"05:10:00","D5","VVX10",28.9
2020-01-20,"05:10:00","D5","DVVX10",49
2020-01-20,NA,"X2","TM",9.7
2020-01-20,"02:31:00","X2","TX",11.1
2020-01-20,"23:54:00","X2","TN",7.8
2020-01-20,NA,"X2","HRM",55
2020-01-20,"23:59:00","X2","HRX",90
2020-01-20,"00:01:00","X2","HRN",27
2020-01-20,NA,"X4","TM",9.6
2020-01-20,"02:33:00","X4","TX",11
2020-01-20,"23:30:00","X4","TN",8
2020-01-20,NA,"X4","HRM",53
2020-01-20,"23:59:00","X4","HRX",85
2020-01-20,"00:00:00","X4","HRN",25
2020-01-20,NA,"X4","PM",1021.1
2020-01-20,"20:14:00","X4","PX",1023.5
2020-01-20,"04:30:00","X4","PN",1018.1
2020-01-20,NA,"X4","PPT",7.8
2020-01-20,NA,"X4","RS24h",4.5
2020-01-20,NA,"X4","VVM10",6.2
2020-01-20,NA,"X4","DVM10",59
2020-01-20,"16:33:00","X4","VVX10",18.3
2020-01-20,"16:33:00","X4","DVVX10",32
2020-01-20,NA,"X8","TM",9.4
2020-01-20,"02:35:00","X8","TX",10.7
2020-01-20,"23:56:00","X8","TN",7.6
2020-01-20,NA,"X8","HRM",53
2020-01-20,"23:59:00","X8","HRX",88
2020-01-20,"00:00:00","X8","HRN",25
2020-01-20,NA,"X8","PM",1015
2020-01-20,"20:07:00","X8","PX",1017.3
2020-01-20,"04:46:00","X8","PN",1012.4
2020-01-20,NA,"X8","PPT",5.1
2020-01-20,NA,"X8","RS24h",4
2020-01-20,NA,"X8","VVM10",8
2020-01-20,NA,"X8","DVM10",48
2020-01-20,"19:01:00","X8","VVX10",21.8
2020-01-20,"19:01:00","X8","DVVX10",39
2020-01-21,NA,"D5","TM",7.7
2020-01-21,"21:54:00","D5","TX",9.4
2020-01-21,"00:18:00","D5","TN",4.7
2020-01-21,NA,"D5","HRM",97
2020-01-21,"23:55:00","D5","HRX",98
2020-01-21,"02:04:00","D5","HRN",95
2020-01-21,NA,"D5","PM",973.4
2020-01-21,"01:10:00","D5","PX",976
2020-01-21,"20:51:00","D5","PN",970.8
2020-01-21,NA,"D5","PPT",39.3
2020-01-21,NA,"D5","RS24h",0.2
2020-01-21,NA,"D5","VVM10",15.3
2020-01-21,NA,"D5","DVM10",66
2020-01-21,"11:57:00","D5","VVX10",30.3
2020-01-21,"11:57:00","D5","DVVX10",75
2020-01-21,NA,"X2","TM",10.8
2020-01-21,"14:13:00","X2","TX",12.6
2020-01-21,"01:13:00","X2","TN",7.7
2020-01-21,NA,"X2","HRM",92
2020-01-21,"21:42:00","X2","HRX",100
2020-01-21,"19:11:00","X2","HRN",85
2020-01-21,NA,"X4","TM",10.7
2020-01-21,"14:17:00","X4","TX",12.4
2020-01-21,"01:09:00","X4","TN",7.8
2020-01-21,NA,"X4","HRM",88
2020-01-21,"21:45:00","X4","HRX",96
2020-01-21,"22:55:00","X4","HRN",80
2020-01-21,NA,"X4","PM",1019.3
2020-01-21,"00:55:00","X4","PX",1022.2
2020-01-21,"20:55:00","X4","PN",1016.6
2020-01-21,NA,"X4","PPT",70.6
2020-01-21,NA,"X4","RS24h",0.4
2020-01-21,NA,"X4","VVM10",7.1
2020-01-21,NA,"X4","DVM10",67
2020-01-21,"21:25:00","X4","VVX10",20.8
2020-01-21,"21:25:00","X4","DVVX10",75
2020-01-21,NA,"X8","TM",10.3
2020-01-21,"14:11:00","X8","TX",11.9
2020-01-21,"00:04:00","X8","TN",7.5
2020-01-21,NA,"X8","HRM",91
2020-01-21,"23:40:00","X8","HRX",98
2020-01-21,"00:42:00","X8","HRN",84
2020-01-21,NA,"X8","PM",1013.4
2020-01-21,"00:22:00","X8","PX",1016
2020-01-21,"20:43:00","X8","PN",1011.1
2020-01-21,NA,"X8","PPT",77.4
2020-01-21,NA,"X8","RS24h",0.3
2020-01-21,NA,"X8","VVM10",8.3
2020-01-21,NA,"X8","DVM10",57
2020-01-21,"13:20:00","X8","VVX10",22.5
2020-01-21,"13:20:00","X8","DVVX10",63
2020-01-22,NA,"D5","TM",10.3
2020-01-22,"21:32:00","D5","TX",11.6
2020-01-22,"04:46:00","D5","TN",7.3
2020-01-22,NA,"D5","HRM",97
2020-01-22,"23:30:00","D5","HRX",99
2020-01-22,"05:43:00","D5","HRN",92
2020-01-22,NA,"D5","PM",971.8
2020-01-22,"00:00:00","D5","PX",973.9
2020-01-22,"15:38:00","D5","PN",969.8
2020-01-22,NA,"D5","PPT",13
2020-01-22,NA,"D5","RS24h",0.7
2020-01-22,NA,"D5","VVM10",8
2020-01-22,NA,"D5","DVM10",70
2020-01-22,"15:44:00","D5","VVX10",20.3
2020-01-22,"15:44:00","D5","DVVX10",77
2020-01-22,NA,"X2","TM",12.8
2020-01-22,"20:30:00","X2","TX",14.5
2020-01-22,"05:38:00","X2","TN",9.6
2020-01-22,NA,"X2","HRM",94
2020-01-22,"03:00:00","X2","HRX",100
2020-01-22,"16:37:00","X2","HRN",90
2020-01-22,NA,"X4","TM",13
2020-01-22,"19:41:00","X4","TX",14.5
2020-01-22,"00:27:00","X4","TN",9.6
2020-01-22,NA,"X4","HRM",88
2020-01-22,"00:40:00","X4","HRX",96
2020-01-22,"07:30:00","X4","HRN",80
2020-01-22,NA,"X4","PM",1016.6
2020-01-22,"00:12:00","X4","PX",1018.7
2020-01-22,"15:46:00","X4","PN",1014.5
2020-01-22,NA,"X4","PPT",11.9
2020-01-22,NA,"X4","RS24h",1.3
2020-01-22,NA,"X4","VVM10",3.9
2020-01-22,NA,"X4","DVM10",66
2020-01-22,"22:35:00","X4","VVX10",13
2020-01-22,"22:35:00","X4","DVVX10",89
2020-01-22,NA,"X8","TM",12.9
2020-01-22,"15:30:00","X8","TX",14.2
2020-01-22,"00:16:00","X8","TN",9.9
2020-01-22,NA,"X8","HRM",92
2020-01-22,"01:00:00","X8","HRX",98
2020-01-22,"05:21:00","X8","HRN",80
2020-01-22,NA,"X8","PM",1010.9
2020-01-22,"00:00:00","X8","PX",1013.1
2020-01-22,"16:50:00","X8","PN",1009.1
2020-01-22,NA,"X8","PPT",4.8
2020-01-22,NA,"X8","RS24h",1.1
2020-01-22,NA,"X8","VVM10",4.8
2020-01-22,NA,"X8","DVM10",59
2020-01-22,"14:27:00","X8","VVX10",13.1
2020-01-22,"14:27:00","X8","DVVX10",80
2020-01-23,NA,"D5","TM",10.4
2020-01-23,"13:57:00","D5","TX",14
2020-01-23,"10:08:00","D5","TN",8.6
2020-01-23,NA,"D5","HRM",86
2020-01-23,"10:00:00","D5","HRX",99
2020-01-23,"19:45:00","D5","HRN",64
2020-01-23,NA,"D5","PM",972
2020-01-23,"23:00:00","D5","PX",974.6
2020-01-23,"02:40:00","D5","PN",967.7
2020-01-23,NA,"D5","PPT",14
2020-01-23,NA,"D5","RS24h",8.9
2020-01-23,NA,"D5","VVM10",3.7
2020-01-23,NA,"D5","DVM10",207
2020-01-23,"02:41:00","D5","VVX10",21.2
2020-01-23,"02:41:00","D5","DVVX10",75
2020-01-23,NA,"X2","TM",12.1
2020-01-23,"13:55:00","X2","TX",15
2020-01-23,"23:58:00","X2","TN",7.9
2020-01-23,NA,"X2","HRM",89
2020-01-23,"08:00:00","X2","HRX",100
2020-01-23,"15:30:00","X2","HRN",63
2020-01-23,NA,"X4","TM",12.9
2020-01-23,"13:50:00","X4","TX",15.5
2020-01-23,"23:52:00","X4","TN",10.9
2020-01-23,NA,"X4","HRM",79
2020-01-23,"05:00:00","X4","HRX",97
2020-01-23,"14:22:00","X4","HRN",54
2020-01-23,NA,"X4","PM",1016.7
2020-01-23,"23:00:00","X4","PX",1019.4
2020-01-23,"03:31:00","X4","PN",1012.8
2020-01-23,NA,"X4","PPT",12.6
2020-01-23,NA,"X4","RS24h",8.7
2020-01-23,NA,"X4","VVM10",1.9
2020-01-23,NA,"X4","DVM10",198
2020-01-23,"02:00:00","X4","VVX10",12
2020-01-23,"02:00:00","X4","DVVX10",93
2020-01-23,NA,"X8","TM",11.9
2020-01-23,"13:38:00","X8","TX",15.6
2020-01-23,"23:30:00","X8","TN",8.3
2020-01-23,NA,"X8","HRM",85
2020-01-23,"07:00:00","X8","HRX",99
2020-01-23,"13:59:00","X8","HRN",56
2020-01-23,NA,"X8","PM",1011.2
2020-01-23,"23:01:00","X8","PX",1013.8
2020-01-23,"02:33:00","X8","PN",1007.4
2020-01-23,NA,"X8","PPT",28.5
2020-01-23,NA,"X8","RS24h",8.9
2020-01-23,NA,"X8","VVM10",2
2020-01-23,NA,"X8","DVM10",186
2020-01-23,"00:50:00","X8","VVX10",14.8
2020-01-23,"00:50:00","X8","DVVX10",60
2020-01-24,NA,"D5","TM",10.9
2020-01-24,"14:45:00","D5","TX",15.5
2020-01-24,"05:56:00","D5","TN",7.6
2020-01-24,NA,"D5","HRM",64
2020-01-24,"16:37:00","D5","HRX",78
2020-01-24,"14:15:00","D5","HRN",52
2020-01-24,NA,"D5","PM",972.7
2020-01-24,"00:00:00","D5","PX",974.4
2020-01-24,"15:10:00","D5","PN",971.4
2020-01-24,NA,"D5","PPT",0
2020-01-24,NA,"D5","RS24h",10
2020-01-24,NA,"D5","VVM10",3.1
2020-01-24,NA,"D5","DVM10",271
2020-01-24,"05:48:00","D5","VVX10",8.2
2020-01-24,"05:48:00","D5","DVVX10",313
2020-01-24,NA,"X2","TM",10.3
2020-01-24,"12:45:00","X2","TX",16.2
2020-01-24,"06:40:00","X2","TN",6
2020-01-24,NA,"X2","HRM",84
2020-01-24,"07:30:00","X2","HRX",100
2020-01-24,"12:47:00","X2","HRN",55
2020-01-24,NA,"X4","TM",12.2
2020-01-24,"14:07:00","X4","TX",16.8
2020-01-24,"07:36:00","X4","TN",9.1
2020-01-24,NA,"X4","HRM",70
2020-01-24,"05:01:00","X4","HRX",86
2020-01-24,"12:36:00","X4","HRN",50
2020-01-24,NA,"X4","PM",1017.4
2020-01-24,"00:04:00","X4","PX",1019.2
2020-01-24,"15:06:00","X4","PN",1015.7
2020-01-24,NA,"X4","PPT",0
2020-01-24,NA,"X4","RS24h",9.8
2020-01-24,NA,"X4","VVM10",1.1
2020-01-24,NA,"X4","DVM10",219
2020-01-24,"15:53:00","X4","VVX10",4.6
2020-01-24,"15:53:00","X4","DVVX10",261
2020-01-24,NA,"X8","TM",10.7
2020-01-24,"12:41:00","X8","TX",16.4
2020-01-24,"04:48:00","X8","TN",6.8
2020-01-24,NA,"X8","HRM",76
2020-01-24,"04:50:00","X8","HRX",94
2020-01-24,"12:47:00","X8","HRN",52
2020-01-24,NA,"X8","PM",1011.9
2020-01-24,"00:01:00","X8","PX",1013.7
