SSCCG_SSCC,MUNG_MUNCO,PROVG_PROV,CCAAG_CCAA,TIMESTAMP,DEVICE_AID,DEVICE_A_1,LATITUDE,LONGITUDE,HORIZONTAL,ALTITUDE,ALTITUDE_A,LOCATION_M,IP,USER_AGENT,OS,OS_VERSION,MANUFACTUR,MODEL,CARRIER,FECHA_DATO,THE_GEOM,ID_SSCC,ID_CP,ID_MUN,ID_PROV,ID_CCAA
"801910042","8019","8","9","1574088350",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028026","2.188729","5","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402803 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574088681",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028026","2.188729","5.1","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402803 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574076359",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028051","2.1887323","11.5","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188732, 41.402805 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574076385",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028051","2.1887323","6.4","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188732, 41.402805 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574076380",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028051","2.1887323","9.300000000000001","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188732, 41.402805 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574076392",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028051","2.1887323","16.5","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188732, 41.402805 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574070224",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.402807","2.1887302","5","0",\N,fused,212.15.255.14,\N,Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188730, 41.402807 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574077341",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028089","2.1887414","12.3","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188741, 41.402809 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574077334",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028089","2.1887414","13.9","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188741, 41.402809 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574077304",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028089","2.1887414","13.3","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188741, 41.402809 ], ""type"": ""Point"" }","31890","6918","880","8","9"
